"dataset","Database_ID","PermanentID","add_date","paper_id","title","year","authors","journal","doi","contact","sample_name","sample_type","manipulated","sample_description","latitude","longitude","continent","year_of_sampling"
628,"its1",75853,"GF05014032S","30.10.2023","Donald_2021_SQ","Multi-taxa environmental DNA inventories reveal distinct taxonomic and functional diversity in urban tropical forest fragments",2021,"Donald, J., Murienne, J., Chave, J., Iribar, A., Louisanna, E., Manzi, S., Roy, M., Tao, S., Orivel, J., Schimann, H. and Zinger, L.","Global Ecology and Conservation","10.1016/j.gecco.2021.e01724","julesdonald@gmail.com","BALTFs10a","soil",FALSE,"topsoil",4.88418,-52.62919,"South America"
629,"its1",56877,"GF05013247S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_207_S142","soil",FALSE,"topsoil",8.7608,-82.2175,"North America"
630,"its1",37931,"GF05013241S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_211_S165","soil",FALSE,"topsoil",22.1989,-102.6003,"North America"
631,"its1",52030,"GF05013235S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_23_BMx","soil",FALSE,"topsoil",-28.1872,-65.8789,"South America"
632,"its1",19497,"GF05013227S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_228_S260","soil",FALSE,"topsoil",-49.3761,-72.8811,"South America"
633,"its1",46483,"GF05013224S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_227_S251","soil",FALSE,"topsoil",4.5533,-52.2092,"South America"
634,"its1",21001,"GF05013214S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_276_S659","soil",FALSE,"topsoil",25.2464,-100.9128,"North America"
635,"its1",25571,"GF05013205S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_284_S697","soil",FALSE,"topsoil",-15.81,-48.8522,"South America"
636,"its1",27785,"GF05013204S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_285_S699","soil",FALSE,"topsoil",-13.6367,-47.4783,"South America"
637,"its1",46209,"GF05013199S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_39_CRx","soil",FALSE,"topsoil",9.5958,-84.6139,"North America"
638,"its1",12880,"GF05013195S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_40_CXx","soil",FALSE,"topsoil",-53.1619,-70.9011,"South America"
639,"its1",30220,"GF05013187S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_47_FGx","soil",FALSE,"topsoil",4.5542,-52.21,"South America"
640,"its1",40060,"GF05013176S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_32_CB","soil",FALSE,"topsoil",-24.0653,-48.9878,"South America"
641,"its1",49040,"GF05013171S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_315_S909","soil",FALSE,"topsoil",19.2822,-99.3681,"North America"
642,"its1",46225,"GF05013170S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_316_S911","soil",FALSE,"topsoil",16.1581,-91.3106,"North America"
643,"its1",38221,"GF05013169S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_317_S920","soil",FALSE,"topsoil",15.7167,-96.4128,"North America"
644,"its1",63488,"GF05013167S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_321_S943","soil",FALSE,"topsoil",-18.1692,-63.5181,"South America"
645,"its1",32942,"GF05013165S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_320_S940","soil",FALSE,"topsoil",-17.5814,-66.3442,"South America"
646,"its1",41184,"GF05013158S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_326_SRx","soil",FALSE,"topsoil",10.8483,-85.6081,"North America"
647,"its1",31097,"GF05013155S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_76_G4332","soil",FALSE,"topsoil",32.4403,-110.7856,"North America"
648,"its1",8321,"GF05013150S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_80_G4901","soil",FALSE,"topsoil",22.5431,-83.705,"North America"
649,"its1",1901,"GF05013149S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_9_ARx","soil",FALSE,"topsoil",-32.7689,-64.9406,"South America"
650,"its1",48818,"GF05013148S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_81_G4916","soil",FALSE,"topsoil",20.0064,-75.6167,"North America"
651,"its1",56567,"GF05013135S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_11_AV104","soil",FALSE,"topsoil",-0.5628,-72.1131,"South America"
652,"its1",46203,"GF05013134S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_101_G5037","soil",FALSE,"topsoil",18.1447,-66.9667,"North America"
653,"its1",38518,"GF05013132S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_102_G5039","soil",FALSE,"topsoil",18.4044,-64.6603,"North America"
654,"its1",47252,"GF05013131S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_103_G5044","soil",FALSE,"topsoil",15.375,-61.34,"North America"
655,"its1",39856,"GF05013130S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_104_G5047","soil",FALSE,"topsoil",16.1856,-61.7447,"North America"
656,"its1",5911,"GF05013126S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_109_G5067","soil",FALSE,"topsoil",-4.4769,-38.8819,"South America"
657,"its1",62394,"GF05013125S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_112_G5094","soil",FALSE,"topsoil",-18.0997,-39.8911,"South America"
658,"its1",52850,"GF05013124S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_110_G5071","soil",FALSE,"topsoil",-8.4558,-39.1928,"South America"
659,"its1",16766,"GF05013123S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_12_AV117","soil",FALSE,"topsoil",-4.0086,-69.8975,"South America"
660,"its1",56385,"GF05013122S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_111_G5086","soil",FALSE,"topsoil",-11.6647,-37.4833,"South America"
661,"its1",18582,"GF05013121S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_113_G5105","soil",FALSE,"topsoil",-22.3978,-44.6706,"South America"
662,"its1",46986,"GF05013120S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_114_G5117","soil",FALSE,"topsoil",-25.6911,-54.4308,"South America"
663,"its1",3914,"GF05013113S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_141_LPx","soil",FALSE,"topsoil",-32.6047,-63.9519,"South America"
664,"its1",23290,"GF05013102S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_148_MX1a","soil",FALSE,"topsoil",19.5083,-105.0486,"North America"
665,"its1",55108,"GF05013092S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_13_AV123","soil",FALSE,"topsoil",4.8669,-75.25,"South America"
666,"its1",34365,"GF05013090S","30.10.2023","Vasar_2022_WX","Global soil microbiomes: A new frontline of biome‐ecology research.",2022,"Vasar, M., Davison, J., Sepp, S.K., Mucina, L., Oja, J., Al‐Quraishy, S., Anslan, S., Bahram, M., Bueno, C.G., Cantero, J.J. and Decocq, G.","Global Ecology and Biogeography","10.1111/geb.13487","john.davison@ut.ee","GL00ITS_122_IC","soil",FALSE,"topsoil",-25.1008,-47.9275,"South America"
